Bedrooms,Bathrooms,Sqft,Year_Built,Price (ETH)
4,2,3633,2013,51.366
4,1,2998,1993,39.796
1,1,2526,1972,26.852
4,3,1357,1961,21.114
6,1,4758,2003,49.316
6,3,640,1963,21.68
2,2,2123,1969,25.346
3,3,4122,1992,41.644
3,1,1241,1998,38.282
6,5,3100,2006,48.7
6,3,1112,1961,21.624000000000002
4,4,4036,1998,45.272
5,4,1344,1982,32.388
6,5,1672,1978,31.844
2,1,880,1995,35.56
4,4,3493,1951,20.686
1,1,501,1956,14.802000000000001
1,1,4957,2002,46.714
1,1,775,2018,46.35
1,1,3010,2011,47.32
3,1,2615,1991,37.53
1,1,890,1956,15.58
4,1,4716,1984,38.732
3,2,4927,2019,56.454
5,5,4558,1975,35.616
2,2,2300,1957,19.7
3,3,1794,1974,27.988
1,1,1734,1990,34.268
2,1,2740,2008,45.78
6,4,4034,1987,40.768
4,1,1867,1969,25.534
5,5,3195,2003,46.89
1,1,3307,1966,25.414
3,1,1133,1971,24.566000000000003
2,2,2070,1993,37.239999999999995
3,2,903,2001,39.406
2,1,4570,1983,36.94
5,4,3246,1980,35.192
4,1,2289,1991,37.378
3,2,4029,1975,32.658
2,2,4073,1958,23.746000000000002
3,3,2818,1967,26.536
3,2,4055,1962,26.21
3,1,1603,1996,38.006
4,4,4775,1995,45.25
2,1,1702,1992,35.704
1,1,3392,2014,49.584
1,1,4692,2017,53.684
6,3,4379,1969,32.158
6,3,2805,1963,26.01
1,1,666,1981,27.632
4,1,828,1971,24.456000000000003
2,2,4359,1988,39.318
2,1,687,2005,40.174
6,1,1067,1981,30.934
4,2,1982,2013,48.064
2,2,1997,1974,27.594
5,3,3650,1953,22.2
5,4,1183,1990,36.066
4,4,1159,2000,40.518
1,1,2572,1991,36.444
3,3,4902,1965,29.704
6,4,3329,2000,45.858000000000004
5,4,3816,1976,34.332
5,3,1610,2009,46.120000000000005
3,3,3892,2018,54.184
1,1,4976,1988,39.752
3,2,2888,1999,42.376
3,3,3224,2008,47.848
5,3,4953,2011,53.806
5,5,2566,1985,36.632
6,1,1872,2007,45.544
4,1,2392,2021,52.584
1,1,4561,1965,27.422
3,1,4303,2010,50.406
5,3,2324,2006,46.048
1,1,3126,2013,48.552
5,4,2000,1998,41.7
1,1,3380,2013,49.06
1,1,4668,1966,28.136000000000003
1,1,3710,1951,18.72
1,1,2122,1988,34.044
4,4,1849,1955,19.398
1,1,714,1963,18.728
3,2,872,1979,28.344
3,2,1390,1952,15.879999999999999
4,3,3113,1988,38.126000000000005
1,1,4657,1959,24.614
6,2,1761,1980,32.122
2,2,942,1994,35.484
5,1,1335,1962,21.47
2,2,1120,1985,31.34
5,5,564,1950,15.128
2,1,4308,2012,50.916
2,2,2933,1995,39.966
6,4,3339,2014,52.878
5,2,2800,2008,47.7
2,1,1390,1966,22.080000000000002
3,1,838,2022,49.476
2,1,4022,1956,22.344
2,1,4090,2009,48.980000000000004
5,5,1652,1984,34.304
3,1,837,1977,26.974
6,3,4491,1978,36.882
3,1,3303,2003,44.906
4,2,896,2005,41.891999999999996
6,4,4424,1963,29.548000000000002
6,4,826,2003,42.352000000000004
5,2,3523,1972,31.146
5,4,2889,1962,25.478
5,1,896,2011,45.092
3,2,1612,1963,21.823999999999998
4,1,1544,1973,26.888
4,1,1873,1996,39.046
6,1,4913,2007,51.626000000000005
6,5,4553,1979,38.106
2,2,3569,2008,47.738
4,1,3261,2001,44.322
1,1,3268,1961,22.836000000000002
3,2,2181,2003,42.962
6,1,3010,2004,46.32
1,1,2244,2017,48.788
2,1,2718,1981,32.236000000000004
4,3,4485,1956,24.87
3,2,3618,2016,52.336
5,4,3634,1986,38.968
6,5,4069,1988,41.638
3,2,4175,1967,28.95
6,5,1804,2021,53.608000000000004
3,3,3682,1962,25.764
1,1,3799,1985,35.897999999999996
4,4,2621,2007,46.942
5,4,2465,1950,18.63
2,2,2047,2006,43.694
5,2,2037,1996,40.174
5,5,4564,1965,30.628
2,2,3386,1972,29.372
2,2,3916,1976,32.432
4,2,4194,1998,44.988
3,2,1407,2005,42.414
2,1,4019,1978,33.338
6,1,3807,2003,47.414
2,1,1657,1987,33.114000000000004
4,3,4788,2011,52.976
3,1,1849,2012,46.498000000000005
4,3,3436,1984,36.772
5,4,3481,1959,25.162
1,1,3817,2014,50.434
1,1,4406,1989,39.112
4,3,2388,2004,44.676
3,3,4987,1982,38.374
2,2,4703,1983,37.506
3,2,4233,2021,56.066
5,4,1315,1970,26.33
2,1,1453,1993,35.706
4,2,809,2020,49.218
5,1,3270,2018,53.34
6,3,3937,1952,22.774
5,3,3109,1995,42.118
4,3,1680,2022,52.260000000000005
4,1,3982,2012,51.264
4,3,4351,1951,22.102
5,1,945,1996,37.69
3,1,2906,1985,35.112
3,1,3140,1960,23.080000000000002
1,1,4457,1950,19.714
1,1,1917,1970,24.634
5,5,779,1972,26.558
6,5,2967,2008,49.434
1,1,1436,2003,40.172
6,3,2331,1982,34.562
6,2,3053,1982,35.706
2,1,3228,1953,19.256
5,3,3538,1986,38.476
4,3,1455,2018,49.81
5,5,2219,1984,35.438
5,4,1771,2007,45.742000000000004
3,3,585,2009,43.07
5,5,4210,1963,28.92
2,2,2067,2012,46.734
5,3,1177,1995,38.254000000000005
1,1,511,1950,11.822000000000001
5,1,3151,2003,45.602000000000004
4,1,1724,1969,25.248
4,4,4355,1974,33.91
5,5,1575,2022,53.15
5,1,731,1958,18.262
5,3,1839,1999,41.578
3,3,2329,2007,45.558
6,2,4836,1961,28.772
5,2,4961,1965,30.522
1,1,4789,2023,56.878
1,1,4807,1980,35.414
6,2,1755,2016,50.11
3,2,2752,1986,35.604
2,2,3348,1966,26.296
6,3,3366,1969,30.132
2,2,4553,2008,49.706
2,2,3740,1981,34.58
4,2,4368,2004,48.336
2,1,1966,2006,43.232
5,5,1151,1955,18.802
5,4,3690,2010,51.08
3,1,1001,1974,25.802
3,1,4367,2013,52.034
5,2,909,1998,38.918
5,2,2277,2005,45.153999999999996
4,4,1009,1975,27.718
2,2,2482,2017,50.064
4,2,2641,1967,26.381999999999998
1,1,3307,1965,24.914
6,2,3178,2012,50.956
2,2,4998,1990,41.596000000000004
3,2,1669,1995,37.938
3,3,4299,2005,48.498000000000005
2,2,1086,1974,25.772
1,1,1071,2007,41.442
2,2,4326,2003,46.752
5,5,4428,1959,27.356
2,1,4518,2000,45.336
3,2,2102,1977,29.804
6,4,2121,1986,36.442
2,1,4350,1959,24.5
6,4,1182,2006,44.564
1,1,2711,2008,45.222
4,2,3603,1995,42.306
4,1,3582,2022,55.464
5,4,1700,1983,33.599999999999994
4,2,1430,1967,23.96
6,3,546,2014,46.992000000000004
5,3,1205,1979,30.310000000000002
3,3,2898,2019,52.696
4,1,1987,1972,27.274
1,1,1333,1964,20.466
3,1,1096,1960,18.992
1,1,1068,1975,25.436
6,3,3237,2005,47.874
3,1,1653,1960,20.106
1,1,1846,2003,40.992000000000004
5,5,1028,2000,41.056
2,1,3814,1971,29.428
4,1,2210,1994,38.72
1,1,508,1973,23.316000000000003
4,1,1146,1966,22.592
6,2,3750,2012,52.1
4,1,4407,2008,50.114000000000004
1,1,2159,2002,41.118
1,1,1791,2019,48.882000000000005
6,2,4865,1977,36.83
5,4,621,1986,32.942
3,1,2291,1980,31.382
4,2,4170,2015,53.44
2,2,4177,2018,53.954
5,1,2661,1965,25.622
2,2,878,1952,14.356
4,1,3984,1962,26.268
6,5,3723,1970,31.945999999999998
1,1,4414,1963,26.128
1,1,1147,1988,32.094
1,1,1413,2000,38.626000000000005
4,4,911,1957,18.522
2,1,2969,1952,18.238
3,2,2493,1970,27.086
2,2,667,1986,30.933999999999997
2,2,2244,1985,33.588
2,1,4723,1984,37.746
6,2,2852,1952,20.304
6,4,1905,1983,34.51
6,2,3118,2004,46.836
1,1,4051,1989,38.402
4,4,1232,2019,50.164
5,2,610,2022,50.32
2,2,3560,1988,37.72
4,4,2864,2003,45.428
3,1,1198,2009,43.696
6,2,3765,1989,40.629999999999995
6,6,4586,2001,49.472
1,1,1249,2016,46.298
5,2,4524,1971,32.647999999999996
3,2,2512,1999,41.623999999999995
6,5,2291,2010,49.082
2,2,1800,1980,30.2
6,4,2563,1957,22.826
4,3,4419,1970,31.738
3,2,1283,2013,46.166
6,5,823,2009,45.646
2,2,783,1980,28.166
3,1,3414,2022,54.628
5,5,3133,1972,31.266
4,4,3998,1987,39.696
3,3,2734,1961,23.368000000000002
5,1,1334,2006,43.468
4,4,4253,2008,50.706
5,2,3389,1996,42.878
4,2,2977,1982,34.554
4,2,2097,2019,51.294
2,2,3287,2023,54.674
5,4,3440,1971,31.08
5,2,958,2022,51.016
3,3,4984,1967,30.868000000000002
1,1,1133,1950,13.066
6,6,1280,1990,37.36
1,1,3674,2010,48.147999999999996
3,1,4287,2007,48.874
5,1,1285,1978,29.37
5,1,2170,1962,23.14
6,4,1124,1956,19.448
6,1,840,2003,41.480000000000004
6,3,4025,2008,50.95
1,1,2764,2007,44.828
1,1,4517,2018,53.834
4,1,2437,1955,19.674
4,4,4822,1958,26.844
5,2,2869,1959,23.338
4,4,824,1988,33.848
4,2,2818,1959,22.736
2,2,4449,1957,23.997999999999998
2,2,3869,1993,40.838
6,1,911,2007,43.622
1,1,3264,1993,38.828
4,4,4379,1989,41.458
2,1,1702,1992,35.704
3,1,3219,2010,48.238
3,3,2572,1982,33.544
6,5,3111,1975,33.222
1,1,1499,1958,17.798000000000002
3,2,4871,1962,27.842
6,5,4014,1957,26.028
6,2,4013,2012,52.626
4,3,1645,2013,47.69
2,1,2477,1981,31.754
4,1,2568,2007,45.936
3,3,506,1985,30.912
5,3,1356,2017,49.612
5,1,1829,1968,25.458000000000002
4,3,1676,1979,30.752
6,6,558,1970,25.916
4,1,3076,1978,32.452
1,1,4940,2000,45.68
3,2,929,2023,50.458
4,4,976,1959,19.652
5,4,4825,1998,47.35
4,4,4876,2017,56.452
1,1,966,1981,28.232
6,2,3138,1964,26.875999999999998
6,6,1708,1950,18.216
6,4,612,1957,18.924
4,3,4782,1961,27.964
2,2,1212,1977,27.524
4,3,1884,1994,38.668
1,1,3467,1968,26.734
6,6,1594,1964,24.988
5,1,2619,1968,27.038
5,5,4957,1960,28.914
6,3,1271,1986,34.442
6,6,2918,2017,54.136
4,4,737,1959,19.174
2,2,4499,1982,36.598
5,3,3315,2011,50.53
3,2,764,1964,20.628
1,1,2548,1968,24.896
6,2,4440,1986,40.480000000000004
6,3,3527,1984,37.954
1,1,4759,1962,26.318
6,3,1966,1958,21.832
3,3,3899,1973,31.698
1,1,4042,1995,41.384
1,1,3294,1955,19.888
5,4,1573,2000,41.846000000000004
3,2,2546,2018,51.192
2,2,1126,2019,48.352000000000004
1,1,1993,1997,38.286
1,1,4659,1989,39.618
3,3,1271,1951,15.442
5,2,2254,1984,34.608000000000004
2,2,4062,1990,39.724000000000004
3,2,2806,1977,31.212
4,4,930,1958,19.06
6,5,4826,1982,40.152
1,1,1974,2002,40.748000000000005
2,1,1437,1973,25.674
2,1,862,1951,13.524000000000001
1,1,943,2015,45.186
1,1,2158,1957,18.616
6,1,2367,1985,35.534
2,2,2348,1962,22.296
2,1,2738,2013,48.275999999999996
5,5,2067,1983,34.634
3,3,1318,1965,22.536
6,1,2029,2022,53.358000000000004
4,1,1181,1961,20.162
3,2,1191,1964,21.482
4,2,1114,2010,44.828
5,5,2629,1983,35.757999999999996
2,2,2628,1972,27.856
2,2,4511,1963,27.122
6,1,852,1955,17.504
4,1,3218,1962,24.736
3,1,755,1954,15.31
6,6,1868,1956,21.536
5,4,3597,1959,25.394
1,1,3931,1973,30.162
2,1,1739,2013,46.278
4,2,3371,2014,51.342
3,3,2827,1956,21.054000000000002
1,1,2368,2020,50.536
2,2,975,2001,39.05
1,1,1423,2020,48.646
1,1,4658,2000,45.116
1,1,1009,1973,24.318
5,5,1865,2016,50.730000000000004
3,2,2522,1952,18.144
4,4,1940,1969,26.58
4,1,3558,1960,24.416
2,2,4774,1958,25.148
6,5,1309,1993,38.617999999999995
2,2,3170,1968,26.939999999999998
6,5,1327,1964,24.154
2,2,654,1978,26.908
6,1,1367,1956,19.034
2,1,3503,1990,38.306
3,1,3318,2019,52.936
1,1,4711,1964,27.222
1,1,4536,1968,28.872
1,1,3972,2005,46.244
6,3,4086,1957,25.572000000000003
5,5,4085,1950,22.17
3,2,2702,1960,22.503999999999998
5,2,2513,2012,49.126
2,1,3904,1952,20.108
6,5,4243,1952,23.986
3,3,2732,1987,36.364000000000004
4,1,2988,1971,28.776
6,3,4190,1990,42.28
5,2,3421,1987,38.442
3,1,3056,1998,41.912
5,4,2090,2007,46.379999999999995
3,2,2522,2018,51.144
4,4,4857,1990,42.914
1,1,1882,2000,39.564
4,4,837,2011,45.373999999999995
6,1,2555,1993,39.91
6,5,3956,1964,29.412
3,2,2212,1971,27.024
3,3,1352,1985,32.604
5,2,2774,1981,34.147999999999996
6,5,4158,1973,34.316
2,2,2677,2004,43.954
2,1,1207,1985,31.214
1,1,4286,2007,47.872
2,1,4102,2011,50.004000000000005
6,4,2710,1986,37.62
5,2,2080,2003,43.76
6,4,3763,1993,43.226
6,6,2737,2011,50.774
1,1,4419,2014,51.638000000000005
3,1,3436,1980,33.672
1,1,1192,2015,45.684
3,3,2581,1950,17.562
3,1,3804,1975,31.908
6,2,1323,2003,42.745999999999995
5,5,1380,2013,48.260000000000005
3,2,4231,2000,45.562
2,2,4598,2016,53.796
1,1,3770,1989,37.84
3,3,974,1968,23.348
6,2,3306,1974,32.212
1,1,1581,1971,24.462
2,2,4525,2022,56.65
6,2,1922,2004,44.444
2,2,1280,1971,24.66
5,4,2478,1954,20.656
1,1,2869,2007,45.038
2,1,1764,1968,23.828000000000003
6,6,2363,1990,39.525999999999996
4,2,4242,1984,38.084
4,2,898,1988,33.396
1,1,3629,1958,22.058
3,2,2744,2001,43.088
3,1,2600,1989,36.5
2,2,4249,2007,48.598
6,6,995,1958,20.79
1,1,4116,1998,43.032
2,2,4100,1975,32.3
2,2,4689,1955,23.478
2,2,3691,1998,42.982
6,5,4864,1989,43.728
4,4,1457,1981,31.614
3,2,2577,1957,20.753999999999998
4,1,3655,2013,51.11
3,3,3613,2008,48.626000000000005
3,3,4416,1962,27.232
4,2,3151,2002,44.902
5,3,1074,1998,39.548
5,5,2181,2015,50.862
4,3,4736,1957,25.872
4,3,923,1972,25.746000000000002
1,1,1485,2023,50.27
3,1,4281,1971,30.862000000000002
4,4,846,1964,21.892
4,2,3105,1983,35.31
6,5,948,2009,45.896
3,3,4900,2015,54.7
6,1,1373,1954,18.046
5,5,1574,2002,43.147999999999996
6,6,1304,1953,18.908
5,1,4434,1959,26.168
6,1,4897,1988,42.094
2,2,1998,2006,43.596000000000004
4,1,2785,1973,29.37
6,2,2939,2019,53.978
2,2,3458,1953,20.016
1,1,3645,2000,43.09
4,4,4459,2011,52.618
2,1,4331,2016,52.962
2,1,3927,1951,19.654
2,1,1400,1969,23.6
6,1,2226,1977,31.252000000000002
6,5,3624,2012,52.748000000000005
2,2,3112,1983,34.324
3,3,2522,1993,38.944
6,6,4833,2023,60.966
6,1,3138,1959,24.076
4,2,1766,1950,16.131999999999998
2,2,3699,1964,25.998
6,2,931,1974,27.462
5,2,3535,2008,49.17
6,5,4046,1969,32.092
2,1,4525,1966,28.35
6,6,590,2019,50.480000000000004
2,1,725,1965,20.25
6,2,3472,2019,55.044
1,1,3358,2002,43.516000000000005
4,4,4898,2017,56.495999999999995
3,3,3649,1983,36.198
5,1,3645,1998,44.09
6,5,2330,1998,43.16
6,1,611,1972,25.522
3,2,3400,2016,51.9
1,1,2301,1976,28.402
5,3,1282,2000,40.964
4,1,4696,1962,27.692
4,2,3611,2003,46.322
3,1,3911,2021,55.122
2,2,1068,1982,29.736
2,2,3566,2021,54.232
2,1,3267,1992,38.834
6,4,4009,2012,53.218
4,2,3588,1995,42.275999999999996
3,3,1308,1955,17.516
2,1,2822,1973,28.444000000000003
3,1,2784,2014,49.368
1,1,2882,1996,39.564
6,3,3429,1998,44.758
5,1,3572,1961,25.444000000000003
1,1,3632,2019,52.564
3,1,1875,1973,27.05
5,1,755,1997,37.81
5,3,3441,1968,29.282
6,1,3415,1964,27.130000000000003
4,4,3187,1956,22.573999999999998
5,1,2691,1994,40.182
5,3,2046,1994,39.492000000000004
6,3,1785,1965,24.97
1,1,4653,1982,36.106
4,3,4121,2001,46.642
4,4,3576,1982,36.352000000000004
3,1,1680,2004,42.16
5,5,1778,2018,51.556
3,1,4392,1996,43.584
1,1,715,2001,37.730000000000004
5,5,2332,2009,48.164
4,2,660,1952,14.92
5,2,3695,2003,46.99
2,1,2423,1987,34.646
3,1,3547,1969,28.394000000000002
6,2,860,1956,18.32
4,3,1402,1996,38.704
6,2,4960,2023,60.019999999999996
5,1,639,2006,42.078
5,1,4650,2007,50.6
4,3,2270,1994,39.44
3,1,2343,1978,30.486
4,3,778,1950,14.456
2,1,1019,2007,41.838
2,2,1413,1993,35.926
4,3,2203,1977,30.806
2,1,3281,1967,26.362000000000002
5,2,4940,1999,47.480000000000004
6,2,1700,2015,49.5
6,1,2280,1976,30.86
4,3,2932,1990,38.763999999999996
6,2,4652,1998,46.903999999999996
1,1,2340,1990,35.480000000000004
6,3,3364,2020,55.628
6,1,3358,2020,55.016000000000005
6,6,4102,1950,23.004
5,5,2751,1981,35.001999999999995
6,4,3173,1952,21.546
2,1,594,1968,21.488
5,3,2254,1999,42.408
5,4,4640,1973,34.48
5,1,2454,1967,26.208000000000002
5,1,958,1973,26.216
3,3,1231,1999,39.362
6,3,654,1975,27.708
2,1,4344,2004,46.988
1,1,4577,2014,51.954
3,3,3281,1981,34.462
6,2,1508,2005,44.116
6,6,2437,1976,32.674
6,1,2584,1953,19.968
3,2,1548,1951,15.696
5,3,3565,1993,42.03
1,1,4652,2020,55.104
5,3,1364,1973,27.628
6,6,3863,1959,27.026
6,6,3041,2002,46.882000000000005
6,1,2804,1967,27.408
5,1,675,1969,23.65
3,3,3659,2007,48.218
2,2,2490,1995,39.08
4,1,4420,2000,46.14
3,3,931,1974,26.262
5,1,3530,1971,30.36
1,1,2160,2014,47.120000000000005
1,1,4004,2015,51.308
6,2,4156,1970,31.912
2,2,2843,1974,29.286
6,3,791,1988,34.482
3,1,1430,2019,49.16
6,1,3898,2003,47.596000000000004
5,5,2968,2012,50.936
6,1,1932,2012,48.164
2,2,1248,1971,24.596
3,1,3758,2022,55.316
2,2,1481,2021,50.062
2,1,985,1981,28.770000000000003
6,5,2026,1993,40.052
3,1,1521,1996,37.842
3,3,4698,1977,35.296
2,2,939,1996,36.478
5,2,2811,1951,19.222
6,2,3818,2017,54.736000000000004
2,1,2266,1959,20.332
6,4,2395,2013,50.489999999999995
6,2,4552,1964,29.704
6,6,3215,1973,32.730000000000004
2,2,1739,2021,50.578
1,1,2425,1961,21.150000000000002
1,1,4995,1987,39.29
5,3,769,1975,27.438000000000002
4,2,1183,1992,35.966
5,2,1134,1958,19.368000000000002
2,1,1404,2018,48.108000000000004
3,3,2337,1996,40.074
4,2,2863,1950,18.326
4,2,859,1963,20.817999999999998
3,3,2780,2003,44.46
3,3,4100,1994,42.6
6,1,1427,1969,25.654
2,2,749,1974,25.098
2,1,2320,1972,26.94
3,2,1093,1962,20.286
6,6,2861,1973,32.022000000000006
6,4,2152,1996,41.504
6,3,2225,1957,21.85
4,2,3908,2011,50.916
2,1,4057,1979,33.914
3,3,859,2001,39.618
1,1,1128,1960,18.056
5,4,1146,1952,16.991999999999997
3,1,1436,2022,50.672
1,1,2178,1958,19.156
6,2,3404,1972,31.408
3,3,3499,1963,25.898
4,1,3080,1975,30.96
5,4,3395,1950,20.49
5,1,732,1952,15.264000000000001
1,1,4619,1982,36.038
6,2,3142,2011,50.384
6,4,4758,1955,26.216
6,1,4247,2022,57.794
1,1,2754,1980,31.308
4,1,3669,1995,42.138000000000005
1,1,1422,2020,48.644
1,1,4686,2014,52.172
1,1,2407,1977,29.114
2,1,4452,1953,21.704
4,3,948,2021,50.296
2,2,4752,1963,27.604
3,3,565,1959,18.03
5,3,1164,1992,36.728
3,3,757,1976,26.914
2,2,4814,1963,27.728
2,1,3993,1980,34.286
3,3,830,1981,29.560000000000002
6,1,1839,2017,50.478
2,2,632,1998,36.864
4,3,1143,1992,36.186
6,4,1787,1993,39.274
6,2,4024,1969,31.148
6,6,4566,1958,27.932000000000002
3,3,4484,1999,45.868
4,1,825,1991,34.45
1,1,4435,1986,37.67
4,2,4337,2014,53.274
2,1,4477,1988,39.254000000000005
3,1,2859,1963,24.018
2,2,2878,1977,30.856
6,5,766,2016,49.032
1,1,3936,1975,31.172
2,1,560,1971,22.92
4,2,1301,1963,21.701999999999998
3,1,824,2011,43.948
1,1,4860,1960,25.520000000000003
2,2,2377,2022,52.354
3,1,3529,1976,31.858
3,1,557,1980,27.914
3,1,3411,1979,33.122
1,1,2093,1953,16.486
3,3,897,1964,21.194000000000003
2,1,2087,2013,46.974000000000004
4,2,4591,1951,22.282
4,4,4264,2008,50.728
3,3,3504,2013,50.908
6,4,503,2017,48.706
2,1,2072,1962,21.444000000000003
4,1,1596,1951,15.992
4,3,951,2015,47.302
1,1,2686,2001,41.672
6,2,1378,1965,23.856
4,1,3732,1978,33.764
1,1,4688,1976,33.176
3,2,674,1986,31.448
6,4,1674,1975,30.048
3,3,3015,1998,42.43
4,1,4286,2001,46.372
1,1,2844,2023,52.988
5,2,3692,1982,36.484
3,3,1449,2014,47.298
1,1,765,1963,18.83
6,6,3632,1996,45.064
2,2,2629,1952,17.858
3,3,3781,2018,53.962
6,6,2259,2003,45.818
6,5,4900,1969,33.8
5,1,2499,1968,26.798000000000002
2,1,3462,1952,19.224
2,1,1292,1965,21.384
3,3,3433,1955,21.766000000000002
4,1,4430,1998,45.16
4,3,2130,1981,32.66
4,3,3590,2007,48.58
1,1,3541,1980,32.882000000000005
2,1,2207,1955,18.214
2,2,4551,1982,36.702
2,2,2311,1983,32.722
3,2,2933,1984,34.966
5,1,2808,1981,33.916
2,2,950,1996,36.5
1,1,1879,1964,21.558
5,1,3261,1989,38.822
4,2,1360,1994,37.32
6,2,1604,1973,28.308
5,5,4602,2006,51.204
1,1,3116,2020,52.032
1,1,4392,1970,29.584000000000003
3,1,4795,1967,29.89
2,1,2948,1985,34.696
2,1,4485,1969,29.770000000000003
6,6,1337,2003,43.974000000000004
1,1,3287,1950,17.374000000000002
1,1,523,1973,23.346
5,4,915,1958,19.53
3,1,3873,2018,53.546
6,6,1713,1979,32.726
5,3,3126,1976,32.652
5,2,3617,1965,27.834
2,1,2101,1993,37.002
1,1,2367,2023,52.034
4,2,2102,1979,31.304
5,1,1899,1991,37.098
1,1,3466,1992,38.732
1,1,3355,2010,47.510000000000005
1,1,4722,2004,47.244
4,1,993,2019,48.786
3,1,3633,2010,49.066
2,2,3249,1966,26.098
1,1,2364,2019,50.028
3,1,2468,2018,50.736000000000004
4,2,3590,1978,33.78
4,1,1189,2005,42.178
3,2,2636,2003,43.872
1,1,2780,1959,20.86
2,2,3688,1967,27.476
4,2,4908,1975,34.916
2,2,4867,2014,53.334
3,3,3137,1989,38.174
2,2,2681,2009,46.462
2,1,1069,1983,29.938000000000002
6,6,3122,1953,22.544
2,1,2428,2016,49.156
5,4,3101,1995,42.402
4,1,4062,1966,28.424
1,1,777,1970,22.354
1,1,3229,1965,24.758000000000003
1,1,3996,1962,24.792
5,4,4452,2018,56.604
2,2,2921,1981,32.942
4,2,1391,1968,24.381999999999998
2,1,2098,1961,20.996000000000002
2,1,2397,1965,23.594
2,1,4941,1989,40.682
5,5,2239,2014,50.478
3,2,1756,2020,50.612
1,1,4327,1958,23.454
1,1,1259,1977,26.818
3,3,4854,1958,26.108
4,4,1178,2004,42.556
6,4,1548,1964,24.296
6,2,3245,1986,38.09
3,3,2111,1997,40.122
2,1,3132,1997,41.064
5,5,801,1967,24.102
1,1,4059,1980,33.918
2,1,4542,1973,31.884
2,1,2993,1992,38.286
1,1,1849,2009,43.998000000000005
6,4,2651,2008,48.501999999999995
6,5,625,2004,42.75
3,1,1629,1996,38.058
5,1,1365,1973,27.03
2,1,1666,2010,44.632000000000005
5,2,4417,1990,41.934
2,2,2645,1991,37.39
1,1,4504,1993,41.308
3,2,3654,1993,40.908
4,1,796,1965,21.392000000000003
5,2,2940,1968,27.98
2,1,3304,2016,50.908
6,3,1449,2004,43.798
4,1,1524,1991,35.848
4,1,2733,2020,52.766000000000005
3,2,4807,1982,37.714
2,2,2170,1970,25.939999999999998
1,1,985,2006,40.77
5,3,1216,1974,27.832
2,2,2363,1951,16.826
4,4,2394,2006,45.988
6,4,4715,1982,39.629999999999995
6,1,3321,1962,25.942
4,1,1086,1971,24.972
6,6,3761,2002,48.322
2,2,2697,1956,19.994
5,1,2067,2005,44.434
3,3,1807,2013,47.513999999999996
5,1,1755,2023,52.81
6,3,4495,1988,41.89
4,3,1581,2000,41.062
6,5,4954,2017,57.908
3,1,3359,1956,21.518
3,3,1588,2009,45.076
2,2,3247,1981,33.594
1,1,1275,2006,41.35
4,2,3266,1958,23.131999999999998
6,4,2067,2010,48.334
2,2,1474,1953,16.048000000000002
1,1,3116,2015,49.532
6,4,3658,1952,22.516
1,1,4802,1990,40.404
6,3,2901,1973,31.202
3,2,4218,1997,44.036
5,1,3331,2000,44.462
6,4,2902,1977,33.504
3,2,3425,2011,49.45
3,1,1437,2012,45.674
6,6,3153,1970,31.106
6,4,3349,1974,32.897999999999996
4,4,4252,1961,27.204
4,1,1298,1995,37.396
3,1,1034,1954,15.868
3,3,3839,1950,20.078
6,4,1277,2008,45.754
3,2,4692,1978,35.484
6,5,1330,2006,45.16
2,1,819,1975,25.438000000000002
1,1,1351,1998,37.502
2,1,4984,1972,32.268
5,5,4524,1978,37.048
1,1,3453,1986,35.706
1,1,3286,2002,43.372
5,1,4546,1974,33.892
4,2,2464,2000,42.528
5,4,1484,1959,21.168
3,2,1161,1972,25.422
4,1,2219,1954,18.738
2,2,3676,1962,24.951999999999998
5,3,3485,1981,35.870000000000005
5,1,2060,2001,42.42
2,1,2913,2015,49.626000000000005
1,1,3729,2020,53.258
1,1,4385,1953,21.07
2,2,1847,1973,26.794
4,3,3802,2022,56.504000000000005
3,3,808,2016,47.016
5,4,3572,1959,25.344
6,5,1144,1968,25.788
4,2,2581,1961,23.262
1,1,1628,1963,20.556
6,4,4613,1999,47.926
2,1,4054,1995,41.908
5,4,2754,1975,31.708
5,1,4922,2008,51.644
4,2,4935,1973,33.97
4,2,1194,1966,22.988
5,5,3784,1973,33.068
3,3,4234,1993,42.368
2,2,2747,1997,40.594
1,1,1005,1993,34.31
6,6,1955,1968,27.71
2,1,4392,2006,48.084
4,2,4010,1988,39.62
1,1,4554,2017,53.408
5,5,1152,2014,48.304
4,3,2465,1987,36.33
4,3,1058,2016,48.016
1,1,2870,1979,31.04
6,4,2601,2007,47.902
1,1,1680,2001,39.66
1,1,4652,2003,46.604
3,2,3796,1966,27.692
3,3,4463,1962,27.326
6,2,631,2022,50.862
4,2,3922,1984,37.444
3,3,1922,1989,35.744
3,1,2431,2005,44.162
2,1,1180,1973,25.16
2,1,3722,1961,24.244
4,1,2556,1970,27.412
6,4,1066,2018,50.332
5,5,3894,1979,36.288
4,1,4594,1984,38.488
5,2,1967,1969,26.534
2,1,3691,1979,33.182
4,2,3725,1980,35.05
2,2,4780,2008,50.16
2,1,4243,1953,21.286
4,3,756,1961,19.912
6,6,2803,1988,39.406
1,1,1288,1950,13.376000000000001
4,4,3693,1993,42.086
6,6,1760,1994,40.32
5,1,834,2009,43.968
6,4,1882,1992,38.964
6,3,3438,2015,53.275999999999996
3,2,2873,1966,25.846
6,5,2214,1952,19.928
